"Time","YAW_RATE","STEERING_TORQUE","ACCEL_Y","BRAKE_AMOUNT","BRAKE_PEDAL","ENCODER","SPEED","CHECKSUM","CRUISE_ACTIVE","GAS_RELEASED","STANDSTILL_ON","ACCEL_NET","CRUISE_STATE","CANCEL_REQ","MAIN_ON","LOW_SPEED_LOCKOUT","SET_SPEED","GAS_PEDAL","DISTANCE_LINES","CRUISE_CONTROL_STATE","UI_SET_SPEED","VIN_1","VIN_2","VIN_3","VIN_4","VIN_5","VIN_6","VIN_7","VIN_8","VIN_9","VIN_10","VIN_11","VIN_12","VIN_13","VIN_14","VIN_15","VIN_16","VIN_17","UNITS","ODOMETER","DOOR_OPEN_FL","DOOR_OPEN_FR","DOOR_OPEN_RR","DOOR_OPEN_RL","SEATBELT_DRIVER_UNLATCHED"
"s","deg/sec","","m/s^2","","","","kph","","","","","m/s2","","","","kph","kph","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"246.965","","","","","","5","57.57","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"246.996","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"247.106","0.416","0","0.072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"247.153","","","","","","49","57.54","125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"247.232","","","","","","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"247.248","","","","","","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"247.358","","","","","","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"247.469","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"247.500","","","","","","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"247.627","","","","0","0","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"247.659","","","","","","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"247.785","","","","0","0","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"247.880","","","","","","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"248.039","","","","","","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"248.165","","","","","","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"248.229","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"248.290","","","","","","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"248.369","","","","","","201","57.53","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"248.401","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"248.527","","","","","","245","57.59","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"248.623","","","","","","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"248.782","","","","","","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"248.973","","","","","","","","20","0","0","0","-0.585","0","0","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"249.020","1.392","3","0.467","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"249.099","","","","","","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"249.146","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"249.225","","","","","","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"249.634","","","","","","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"249.760","","","","","","145","57.66","233","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"249.791","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"249.886","","","","","","185","57.59","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"249.933","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"250.012","","","","","","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"250.060","","","","","","229","57.55","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"250.312","","","","","","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"250.376","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"250.549","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"250.740","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","48","68","48","52","48","54","57","","","","","","","",""
"251.038","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"251.069","","","","","","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"251.149","","","","","","85","57.54","161","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"251.165","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"251.276","","","","","","129","57.55","206","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"251.307","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"251.402","","","","","","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"251.433","0.904","-1","0.216","","","169","57.63","254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"251.765","","","","","","","","3","","","","","","","0","1","0","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"251.796","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"251.906","0.904","0","0.252","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"251.937","","","","","","","","4","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"252.001","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"252.048","","","","","","","","4","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"252.175","","","","","","","","4","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"252.301","","","","","","","","3","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"252.427","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"252.553","","","","","","25","57.66","113","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"253.168","","","","","","","","20","0","0","0","-0.585","0","0","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"253.184","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"253.295","","","","","","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"253.326","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"253.406","","","","","","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"253.563","","","","","","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"253.658","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"253.689","","","","","","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"253.816","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"253.958","","","","","","225","57.55","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"254.022","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"254.226","","","","","","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"254.321","1.392","-1","0.431","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"254.400","","","","","","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"254.447","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"254.526","","","","","","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"254.574","","","","","","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"254.606","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"254.686","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","5139","","","","",""
"254.733","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"255.192","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"255.304","","","","","","165","57.76","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"255.336","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"255.446","","","","","","209","57.75","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"255.572","","","","0","0","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"255.667","","","","","","253","57.58","77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"255.923","","","","","","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"256.193","","","","0","0","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"256.320","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"256.429","","","","","","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"256.573","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0"
"256.684","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"256.966","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"257.093","","","","","","233","57.61","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"257.139","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"257.234","","","","","","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"257.313","","","","","","21","57.54","97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"257.440","","","","","","61","57.52","135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"257.647","1.148","2","0.324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"257.711","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"258.009","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"258.119","0.904","0","0.324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"258.340","","","","","","133","57.6","215","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"258.371","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"258.497","","","","","","177","57.64","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"258.513","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"258.608","","","","","","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"258.704","","","","","","217","57.62","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"258.767","","","","","","5","57.62","89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"258.972","","","","","","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"259.004","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"259.020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0"
"259.131","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"259.337","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"259.621","","","","","","","","4","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"259.652","","","","","","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"259.732","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"259.763","","","","","","","","3","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"259.874","","","","","","117","57.56","195","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"259.905","","","","","","","","4","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"259.985","","","","0","0","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"260.016","","","","","","","","4","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"260.127","","","","","","","","4","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"260.254","","","","","","","","4","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"260.349","","","","","","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"260.396","","","","","","","","4","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"260.507","1.636","-3","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"260.603","","","","","","","","3","","","","","","","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"260.650","","","","","","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"260.666","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"260.998","","","","","","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"261.123","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"261.265","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"261.407","","","","","","101","57.69","192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"261.438","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"261.518","","","","","","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"261.550","","","","","","145","57.59","226","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"261.630","","","","0","0","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"261.661","","","","","","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"261.756","","","","","","185","57.57","14","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"261.883","","","","","","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"262.070","","","","","","","","20","0","0","0","-0.585","0","0","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"262.118","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"262.180","","","","","","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"262.387","","","","","","","","20","0","0","0","-0.585","0","0","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"262.449","0.172","0","0.037","","","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"262.528","","","","","","","","20","0","0","0","-0.585","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"262.670","","","","","","1","57.57","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"262.686","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"262.828","","","","","","45","57.55","122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"262.907","1.392","0","0.072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"263.002","","","","","","85","57.62","169","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"263.271","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"263.429","","","","0","0","","","","","","","","","","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"263.635","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"264.064","","","","","","","","","","","","","","","","","","0.465","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"264.175","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"264.318","","","","","","29","57.56","107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"264.349","0.904","-2","0.252","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"264.427","","","","","","","","","","","","","","","","","","0.135","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"264.458","","","","","","69","57.5","141","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"264.522","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"264.792","1.148","-16","0.395","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"264.934","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"265.077","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"265.204","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"265.346","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"265.441","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"265.741","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"265.805","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"265.963","","","","","","41","55.06","124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"266.043","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"266.090","","","","","","81","54.76","134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"266.232","","","","","","121","54.62","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"266.440","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"266.706","0.66","-13","0.36","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"266.927","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"267.353","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"267.589","","","","","","","","127","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"267.620","","","","31","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"267.731","","","","","","","","122","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"267.842","","","","","","","","116","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"267.874","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"267.938","","","","","","105","51.04","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"267.969","","","","","","","","109","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"268.111","","","","","","","","101","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"268.207","","","","105","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"268.238","","","","","","","","97","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"268.380","","","","","","","","96","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"268.491","","","","26","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"268.570","","","","","","","","101","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"268.885","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"269.106","0.66","-51","0.252","106","53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"269.249","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"269.360","","","","68","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"269.486","","","","","","","","66","0","","0","-0.307","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"269.628","","","","","","57","42.01","88","0","","0","-0.307","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"269.659","","","","79","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"269.768","","","","","","","","66","0","","0","-0.307","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"270.007","","","","","","","","63","0","","0","-0.308","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"270.133","","","","","","","","61","0","","0","-0.309","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"270.229","","","","94","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"270.260","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"270.276","","","","","","","","61","0","","0","-0.309","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"270.403","","","","","","","","58","0","","0","-0.311","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"270.483","","","","99","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"270.514","","","","","","","","58","0","","0","-0.311","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"270.672","","","","","","29","36.15","31","0","","0","-0.312","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"270.736","","","","111","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"270.767","","","","","","","","54","0","","0","-0.313","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"271.033","","","","","","101","33.93","111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"271.491","0.172","-58","0.072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"271.633","","","","","","","","","","","","","","","0","","","","0","2","60","","","","","","","","","","","","","","","","","","","","","","","",""
"271.664","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"271.885","","","","119","60","1","28.3","214","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"271.916","","","","119","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"272.043","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"272.154","","","","115","56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"272.390","","","","","","77","25.21","235","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"272.406","","","","91","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"272.675","","","","64","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"272.739","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"272.912","","","","","","149","22.99","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"272.943","","","","95","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"273.053","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"273.164","","","","117","58","","","","","","","","","","","","","","","","","","","","","","","","","56","48","68","48","52","48","54","57","","","","","","","",""
"273.419","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"273.435","","","","","","209","20.08","108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"273.656","","","","75","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"273.910","","","","","","9","17.55","166","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"273.942","","","","102","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"274.053","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"274.069","","","","","","21","16.89","112","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"274.165","","","","89","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"274.575","","","","","","65","14.85","207","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"274.639","","","","53","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"274.686","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","","","","","","",""
"274.717","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"274.922","","","","","","","","116","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"275.048","","","","","","","","112","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"275.175","","","","","","","","105","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"275.334","","","","","","","","104","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"275.429","","","","61","21","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"275.476","","","","","","","","110","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"275.555","","","","21","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"275.586","","","","","","","","120","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"275.808","","","","59","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
