"Time","YAW_RATE","STEERING_TORQUE","ACCEL_Y","BRAKE_AMOUNT","BRAKE_PEDAL","ENCODER","SPEED","CHECKSUM","CRUISE_ACTIVE","GAS_RELEASED","STANDSTILL_ON","ACCEL_NET","CRUISE_STATE","CANCEL_REQ","MAIN_ON","LOW_SPEED_LOCKOUT","SET_SPEED","GAS_PEDAL","DISTANCE_LINES","CRUISE_CONTROL_STATE","UI_SET_SPEED","VIN_1","VIN_2","VIN_3","VIN_4","VIN_5","VIN_6","VIN_7","VIN_8","VIN_9","VIN_10","VIN_11","VIN_12","VIN_13","VIN_14","VIN_15","VIN_16","VIN_17","UNITS","ODOMETER","DOOR_OPEN_FL","DOOR_OPEN_FR","DOOR_OPEN_RR","DOOR_OPEN_RL","SEATBELT_DRIVER_UNLATCHED"
"s","deg/sec","","m/s^2","","","","kph","","","","","m/s2","","","","kph","kph","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"652.791","","","","","","","","101","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"652.854","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"652.887","","","","","","","","85","0","","0","-0.697","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"652.982","","","","","","","","95","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"653.013","","","","","","","","85","0","","0","-0.697","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"653.044","","","","","","","","94","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"653.139","","","","","","","","79","0","","0","-0.7","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"653.186","","","","","","220","0","152","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"653.265","","","","","","","","85","0","","0","-0.697","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"653.390","-0.072","4","0.144","0","9","","","93","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"653.421","","","","","","","","85","0","","0","-0.697","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"653.516","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"653.611","","","","","","","","102","0","","0","-0.688","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"653.689","","","","","","","","131","0","","0","-0.673","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"653.768","","","","0","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"653.815","0.904","-9","0.288","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"654.163","","","","0","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"654.385","","","","0","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"654.542","","","","","","220","1.64","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"654.573","","","","0","30","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"654.698","","","","","","220","1.7","66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"654.763","","","","0","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"654.920","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"655.015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0"
"655.156","","","","0","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"655.267","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"655.298","","","","","","228","1.68","72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"655.520","","","","0","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"655.630","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"655.900","","","","","","232","0","164","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"655.930","","","","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"656.010","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"656.073","","","","","","232","0","164","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"656.168","1.88","-6","0.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"656.310","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"656.786","","","","","","232","1.49","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"656.833","","","","0","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"657.165","","","","0","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"657.356","","","","0","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"657.561","","","","0","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"657.924","","","","0","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"658.114","0.172","-4","0.108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"658.162","","","","0","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"658.319","","","","0","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"658.335","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"658.461","","","","","","240","1.48","64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"658.477","","","","0","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"658.857","","","","0","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"659.000","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"659.221","","","","","","244","0","176","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"659.316","","","","","","","","96","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"659.347","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"659.442","","","","0","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"659.473","","","","","","","","95","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"659.600","","","","","","","","94","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"659.726","","","","","","","","94","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"659.821","","","","","","244","0","176","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"659.852","","","","0","26","","","94","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"659.962","","","","","","","","148","0","","0","-0.664","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"659.993","","","","","","","","91","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"660.088","-0.072","0","0.108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","","","","","","",""
"660.119","","","","","","","","148","0","","0","-0.664","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"660.183","","","","","","","","89","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"660.309","","","","0","26","","","160","0","","0","-0.658","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"660.483","-0.072","0","0.108","0","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"660.595","","","","","","244","0","176","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"660.642","","","","0","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"660.705","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"660.816","","","","","","244","0","176.5","0","","0","-0.649","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"660.863","","","","","","","","160","0","","0","-0.658","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"660.942","","","","","","","","96","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"660.973","","","","0","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"661.068","","","","","","","","148","0","","0","-0.664","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"661.194","","","","","","","","131","0","","0","-0.673","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"661.272","","","","","","","","125","0","","0","-0.676","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"661.368","","","","","","244","0","176","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"661.762","","","","0","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"661.826","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"662.110","","","","0","15","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"662.267","","","","","","244","0","176","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"662.331","","","","0","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"662.459","-0.072","-6","0.144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"662.663","","","","0","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"663.012","","","","","","244","0","176","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"663.121","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"663.468","","","","0","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"663.484","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"663.610","","","","","","244","0","176","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"663.673","","","","0","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"664.036","","","","0","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"664.415","","","","","","244","0","176","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"664.479","","","","0","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"664.541","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"664.762","","","","0","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"664.856","-0.072","-5","0.108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"664.903","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"665.156","","","","0","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"665.282","-0.072","6","0.108","","","","","90","","","","","","","","1","57","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"665.392","","","","","","","","95","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"665.534","","","","","","","","96","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"665.550","","","","0","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"665.661","","","","","","","","95","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"665.788","","","","","","","","94","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"665.914","","","","0","18","","","91","0","","0","-0.694","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"665.945","","","","","","","","94","","","","","","","","1","57","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"666.041","","","","","","","","102","0","","0","-0.688","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"666.072","","","","","","244","0","176","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"666.135","","","","","","","","114","0","","0","-0.682","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"666.293","","","","","","","","131","0","","0","-0.673","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"666.403","","","","0","33","","","137","0","","0","-0.67","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"666.576","","","","","","","","154","0","","0","-0.661","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"666.640","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"666.702","","","","","","","","160","0","","0","-0.658","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"666.781","","","","","","244","0","176","","","","","","","0","","","","0","2","60","","","","","","","","","","","","","","","","","","","","","","","",""
"666.812","","","","0","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"666.876","","","","","","","","141","0","","0","-0.668","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"667.033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0"
"667.080","","","","","","","","171","0","","0","-0.652","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"667.175","","","","0","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"667.570","","","","","","244","0","176","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"667.680","-1.292","-4","0.072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"667.711","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"668.012","","","","0","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"668.028","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"668.327","","","","","","244","1.83","103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"668.565","","","","0","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"668.946","","","","0","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"669.072","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"669.151","","","","","","252","0","184","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"669.324","","","","0","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"669.449","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"669.560","","","","","","0","0","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"669.591","","","","0","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"670.050","0.66","6","0.108","0","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"670.191","","","","0","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"670.334","","","","","","0","0","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"670.414","","","","0","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"670.445","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"670.572","","","","0","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"670.714","","","","0","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"670.731","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"670.923","","","","0","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"671.064","","","","0","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"671.126","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","0","5142","","","","",""
"671.221","","","","","","0","0","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"671.601","","","","0","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"671.950","-0.56","-7","0.001","0","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"672.122","","","","","","0","0","188","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"672.249","","","","","","0","0","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"672.360","","","","0","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"672.455","","","","","","","","98","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"672.486","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"672.612","","","","","","","","98","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"672.721","","","","","","0","0","168","0","","0","-0.664","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"672.752","","","","0","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"672.816","","","","","","","","97","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"672.863","","","","","","","","148","0","","0","-0.664","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"672.879","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"672.975","","","","","","","","137","0","","0","-0.67","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"673.007","","","","","","","","95","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"673.087","","","","0","41","","","131","0","","0","-0.673","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"673.118","","","","","","","","95","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"673.134","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"673.245","","","","","","","","131","0","","0","-0.673","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"673.276","","","","0","40","","","94","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"673.371","","","","","","","","118","0","","0","-0.68","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"673.402","","","","","","","","94","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"673.466","","","","0","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"673.513","","","","","","","","118","0","","0","-0.68","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"673.577","","","","","","","","93","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"673.609","","","","","","0","0","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"673.640","","","","0","30","","","131","0","","0","-0.673","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"673.766","","","","","","","","141","0","","0","-0.668","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"673.830","","","","","","0","0","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"673.877","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"673.956","","","","","","","","141","0","","0","-0.668","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"674.018","","","","0","40","","","148","0","","0","-0.664","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"674.335","","","","","","","","131","0","","0","-0.673","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"674.351","","","","","","0","0","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"674.382","","","","0","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"674.462","","","","","","","","131","0","","0","-0.673","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"674.526","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"674.590","","","","","","0","0","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"674.637","","","","","","","","108","0","","0","-0.685","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"674.779","","","","","","","","114","0","","0","-0.682","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"674.890","","","","0","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"674.906","","","","","","","","137","0","","0","-0.67","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"675.017","","","","","","","","137","0","","0","-0.67","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"675.175","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"675.285","","","","","","0","0","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"675.522","","","","0","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"675.601","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"675.789","-0.072","5","0.037","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"675.885","","","","0","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"675.916","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"676.027","","","","","","0","0","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"676.107","","","","0","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"676.235","","","","","","0","0","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"676.409","","","","0","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"676.505","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"676.568","","","","0","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"676.616","","","","","","","","190","0","","0","-0.642","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"676.773","","","","","","0","0","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"676.804","","","","0","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"677.152","","","","0","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"677.546","","","","","","0","0","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"677.562","","","","0","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"677.673","","","","","","0","0","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"677.753","","","","0","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"677.896","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"678.054","","","","0","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"678.085","","","","","","","","","","","","","","","","","","","","","","74","84","77","68","87","51","70","86","","","","","","","","","","","","","","","",""
"678.164","-0.804","-3","0.072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"678.416","","","","","","0","0","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"678.432","","","","0","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"678.574","","","","","","0","0","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"678.638","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"678.825","","","","0","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"678.936","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"679.062","","","","0","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"679.314","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"679.425","","","","0","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"679.803","","","","0","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"679.946","","","","","","0","0","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"680.056","","","","","","","","88","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"680.182","","","","","","","","91","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"680.198","","","","0","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"680.324","","","","","","","","94","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"680.433","","","","","","","","91","0","","0","-0.694","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"680.464","","","","","","","","96","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"680.544","","","","","","0","0","130","0","","0","-0.704","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"680.575","","","","0","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"680.606","-0.072","6","0.072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"680.716","","","","","","","","62","0","","0","-0.709","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"680.827","","","","","","","","32","0","","0","-0.725","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"680.906","","","","","","","","96","","","","","","","","1","57","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"680.937","","","","0","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"680.953","","","","","","","","32","0","","0","-0.725","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"681.063","-0.316","-9","0.072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"681.094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","48","68","48","52","48","54","57","","","","","","","",""
"681.158","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"681.220","","","","","","","","72","0","","0","-0.704","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"681.331","","","","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"681.427","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
